kp_phi,kd_phi,ki_phi,kp_chi,ki_chi,kp_theta,kd_theta,ki_theta,kp_h,kd_h,ki_h,kp_v,ki_v,Y
8.10080016,0.4098819764,0.9897979596,1.8684936987,0.8381676335,-1.759571914,-0.454290858,0.7765553111,7.3161492298,0.6325265053,0.2018391678,0.5369833967,0.366075215,
0.5455891178,0.3090618124,0.1608321664,1.3872574515,0.3212642529,-2.959691938,-0.688737748,0.274454891,2.5279835967,0.2402480496,0.956434887,0.8126545309,0.8659271854,
7.5344068814,0.9027805561,0.3526705341,0.2089217844,0.7375475095,-6.363992799,-0.48829766,0.9865973195,3.8928905781,0.8335667133,0.6670666133,0.0739667934,0.3759771954,
4.8984996999,0.8799759952,0.8817763553,6.9303860772,0.3018603721,-4.462812563,-0.570514103,0.1274254851,7.3561172234,0.4830966193,0.9652278456,0.0915923185,0.8324584917,
7.4175635127,0.2774554911,0.4812962593,9.6474894979,0.49889978,-9.871274255,-0.296059212,0.7643528706,6.290970194,0.4382876575,0.1624706941,0.3941968394,0.5686697339,
7.3027005401,0.7377475495,0.6423284657,3.4409281856,0.0438087618,-6.356071214,-0.048809762,0.1314262853,3.5211882376,0.6235247049,0.3089533907,0.0333686737,0.785325065,
9.8970194039,0.0980196039,0.1668333667,6.8887977596,0.1362272454,-3.779575915,-0.220044009,0.3078615723,7.4980036007,0.724544909,0.5917269454,0.4573714743,0.9558371674,
0.8129425885,0.5479095819,0.3080616123,8.3364672935,0.899179836,-3.363692739,-0.49729946,0.3234646929,2.5439707942,0.0028005601,0.6101122224,0.5526285257,0.0365373075,
8.5622324465,0.4840968194,0.9423884777,7.1917983597,0.0816163233,-3.032966593,-0.74274855,0.3712742549,6.9564372875,0.1838367674,0.2587935587,0.264084817,0.7255171034,
0.1693138628,0.8729745949,0.9343868774,3.7676935387,0.3544708942,-3.236947389,-0.49589918,0.6537307461,4.7442088418,0.8207641528,0.9476419284,0.7506681336,0.911080216,
1.2466493299,0.6073214643,0.1722344469,8.4849969994,0.8197639528,-1.298139628,-0.700340068,0.2090418084,7.484014803,0.574514903,0.7112312462,0.424694939,0.7158131626,
2.6052010402,0.9549909982,0.5881176235,0.9832566513,0.0670134027,-3.183476695,-0.572514503,0.800560112,4.4504440888,0.1936387277,0.2184258852,0.9667293459,0.9615803161,
0.5158831766,0.1550310062,0.3388677736,1.3179435887,0.149229846,-4.141988398,-0.026605321,0.725745149,8.7110322064,0.5015003001,0.2857719544,0.659569914,0.609069814,
6.8115623125,0.5765153031,0.0124024805,9.3345869174,0.624724945,-9.512822565,-0.650730146,0.5055011002,2.3021644329,0.5197039408,0.6231018204,0.3175555111,0.0551530306,
4.5796559312,0.1162232446,0.9919983997,3.4765753151,0.5271054211,-4.328145629,-0.699739948,0.4280856171,6.4968053611,0.0204040808,0.9726219244,0.3625105021,0.1020884177,
8.6810562112,0.4024804961,0.8171634327,2.6883776755,0.899979996,-7.878995799,-0.351070214,0.3184636927,8.5431666333,0.8149629926,0.5245807161,0.7478955791,0.5930286057,
0.2326865373,0.7595519104,0.9293858772,2.2883376675,0.4720944189,-3.40330066,-0.113822765,0.7789557912,1.0072014403,0.4890978196,0.2174266853,0.6150110022,0.2533906781,
2.4289457892,0.4652930586,0.1300260052,7.574014803,0.9807961592,-0.4030006,-0.694538908,0.5907181436,4.6822584517,0.8651730346,0.4402482496,0.5235167033,0.6835327065,
9.1820964193,0.5839167834,0.5945189038,8.6117423485,0.1216243249,-9.172194439,-0.350070014,0.1882376475,4.174664933,0.7203440688,0.4314552911,0.8774134827,0.6617483497,
6.2570514103,0.524304861,0.3868773755,4.7856171234,0.8391678336,-3.777595519,-0.794358872,0.2364472895,4.2026425285,0.8801760352,0.8705037007,0.4722244449,0.8433506701,
9.4771754351,0.0906181236,0.7179435887,4.4172634527,0.6473294659,-8.593918784,-0.767153431,0.1060212042,0.359719944,0.8351670334,0.918665133,0.8217643529,0.1062472494,
0.8604720944,0.6859371874,0.7459491898,4.4806361272,0.9107821564,-5.799579916,-0.155631126,0.2888577716,6.0891318264,0.5235047009,0.650080216,0.1240708142,0.1351610322,
1.5021204241,0.399279856,0.4702940588,6.2590318064,0.9969993999,-7.995839168,-0.340268054,0.8457691538,7.4500420084,0.299859972,0.643885177,0.3296359272,0.9289037808,
6.3144828966,0.5953190638,0.9635927185,7.0096019204,0.3532706541,-0.872354471,-0.872174435,0.3344668934,2.5000060012,0.5025005001,0.4162674535,0.770670134,0.1916023205,
4.726205241,0.9825965193,0.0364072815,7.8077015403,0.1122224445,-2.329925985,-0.265253051,0.2644528906,1.4928125625,0.1410282056,0.5473624725,0.8879095819,0.4856911382,
0.7574914983,0.3180636127,0.5915183037,9.5227245449,0.4984996999,-3.720164033,-0.676535307,0.7153430686,7.8117523505,0.5911182236,0.0309759952,0.4205361072,0.7716603321,
5.0371274255,0.0266053211,0.5697139428,3.6053010602,0.4066813363,-2.995339068,-0.644928986,0.5905181036,6.5187877576,0.6055211042,0.1229023805,0.4437067413,0.915635127,
4.9876175235,0.8959791958,0.3098619724,7.0571314263,0.3316663333,-9.784136827,-0.341468294,0.8611722344,6.1490838168,0.4074814963,0.3916871374,0.4345969194,0.1401120224,
4.2964592919,0.774554911,0.3662732547,3.526085217,0.3674734947,-3.8884977,-0.060012002,0.6307261452,4.5263832767,0.74914983,0.3477223445,0.4488557712,0.9249429886,
7.4809361872,0.24924985,0.3846769354,3.8607721544,0.0962192438,-7.269033807,-0.805361072,0.7017403481,1.5287837568,0.4822964593,0.1352924585,0.4381616323,0.5270814163,
2.2903180636,0.2462492498,0.049609922,0.5950990198,0.0846169234,-0.195059012,-0.171434287,0.7171434287,4.7262232446,0.4596919384,0.9324540908,0.8746409282,0.7021484297,
1.4110222044,0.5089017804,0.6309261852,9.4276655331,0.4618923785,-2.79729946,-0.24444889,0.4598919784,5.7933686737,0.6039207842,0.0739415883,0.2199219844,0.9740568114,
4.9598919784,0.8693738748,0.3776755351,1.9635527105,0.6903380676,-2.817103421,-0.49309862,0.3948789758,5.6574774955,0.4782956591,0.0061958392,0.0995139028,0.2819083817,
9.4593518704,0.6077215443,0.550110022,6.8392878576,0.3592718544,-2.082376475,-0.051210242,0.0476095219,9.5643488698,0.0610122024,0.0613516703,0.7859191838,0.1034746949,
4.8074014803,0.50010002,0.6427285457,8.9563312663,0.2566513303,-8.718683737,-0.818563713,0.3216643329,6.3689077816,0.5647129426,0.693845169,0.8948409682,0.1498159632,
8.6038207642,0.2702540508,0.9301860372,8.7939387878,0.6525305061,-6.264972995,-0.271854371,0.924184837,5.2597959592,0.6289257852,0.7030378076,0.129219844,0.4203380676,
1.4882576515,0.5673134627,0.4270854171,5.4846969394,0.9667933587,-8.160212042,-0.846769354,0.2350470094,9.3165473095,0.125625125,0.419464893,0.9241508302,0.956035207,
5.6767953591,0.3634726945,0.7093418684,7.3264652931,0.7655531106,-5.857011402,-0.363872775,0.1120224045,0.1418943789,0.7847569514,0.6119107822,0.5757991598,0.7712642529,
4.926225245,0.474094819,0.8125625125,4.8093818764,0.2870574115,-5.946129226,-0.778355671,0.8313662733,7.0303780756,0.7155431086,0.9014788958,0.0591138228,0.8795919184,
8.1978395679,0.4422884577,0.5795159032,1.1713942789,0.4028805761,-7.500740148,-0.621324265,0.9583916783,4.4064792959,0.1104220844,0.8353318664,0.0606981396,0.2266553311,
4.2984396879,0.5863172635,0.3840768154,8.176055211,0.3588717744,-1.64074815,-0.374474895,0.599319864,0.4496479296,0.5893178636,0.9512390478,0.7653230646,0.5484696939,
1.6268853771,0.3962792559,0.8945789158,4.6370874175,0.8389677936,-1.997219444,-0.928185637,0.1282256451,2.3521244249,0.9321864373,0.4512394479,0.0654510902,0.3353790758,
9.7267053411,0.8383676735,0.0690138028,3.6231246249,0.6823364673,-3.902360472,-0.893178636,0.6899379876,8.5191858372,0.4512902581,0.5575543109,0.2712142428,0.3062672535,
8.3384476895,0.9171834367,0.5887177435,3.1953590718,0.1984396879,-4.50440088,-0.611722344,0.2854570914,8.7669873975,0.7859571914,0.5577541508,0.6389737948,0.9388057612,
8.7048209642,0.8371674335,0.6457291458,9.7940388078,0.5601120224,-5.890678136,-0.030606121,0.3592718544,5.0679495899,0.0386077215,0.2985617123,0.1355571114,0.7474994999,
2.500240048,0.449489898,0.7515503101,4.1142628526,0.9413882777,-7.676995399,-0.586717343,0.8267653531,0.809359872,0.399279856,0.9882094419,0.3363692739,0.6122384477,
7.8433486697,0.7877575515,0.0048009602,8.2097219444,0.8463692739,-4.90840168,-0.178435687,0.3974794959,1.9904140828,0.1392278456,0.2511996399,0.9397959592,0.7861172234,
3.5676735347,0.0942188438,0.0890178036,3.1181236247,0.5137027405,-7.783936787,-0.485097019,0.6869373875,0.5275855171,0.4624924985,0.631495099,0.5429245849,0.7209621924,
1.1793158632,0.9541908382,0.24944989,1.2545709142,0.1888377676,-5.565893179,-0.142228446,0.0838167634,3.2853770754,0.4088817764,0.8529177836,0.8092878576,0.9910882176,
8.0889177836,0.5913182637,0.0086017203,8.8018603721,0.5427085417,-3.526085217,-0.162232446,0.2112422484,1.5607581516,0.9155831166,0.6652680536,0.3589457892,0.7867113423,
9.4237047409,0.4668933787,0.375675135,0.5693538708,0.0078015603,-1.668473695,-0.484096819,0.7265453091,8.7230226045,0.274654931,0.6586733347,0.6187737548,0.4064752951,
2.9339467894,0.0208041608,0.549109822,4.6766953391,0.0154030806,-5.157931586,-0.977595519,0.1556311262,8.595125025,0.6725345069,0.8774980996,0.2739867974,0.5169813963,
0.5871774355,0.3894778956,0.2288457692,5.8985997199,0.2568513703,-1.135747149,-0.613922785,0.848969794,5.8093558712,0.1828365673,0.3297367473,0.8486977395,0.3825125025,
0.6782756551,0.6695339068,0.6933386677,9.376175235,0.6775355071,-8.75235047,-0.23944789,0.7613522705,8.8729025805,0.2928585717,0.1280982196,0.9716803361,0.7057131426,
2.9141428286,0.7979595919,0.7805561112,8.4572714543,0.2382476495,-2.518063613,-0.220244049,0.4032806561,6.8964852971,0.4380876175,0.132294859,0.8958311662,0.1571434287,
7.9324664933,0.0614122825,0.1224244849,5.7263052611,0.4918983797,-0.426765353,-0.059011802,0.7115423085,4.8960872174,0.074814963,0.8137491498,0.135755151,0.0252490498,
8.6374874975,0.626125225,0.4202840568,8.7899779956,0.8893778756,-4.076635327,-0.461092218,0.1462292458,4.124704941,0.1060212042,0.1772588518,0.3112182436,0.1409041808,
5.2094218844,0.5615123025,0.9937987598,4.3796359272,0.0982196439,-7.322504501,-0.628325665,0.8283656731,4.2765833167,0.3146629326,0.2617911582,0.6710562112,0.8855331066,
7.7799759952,0.4136827365,0.124224845,0.4960792158,0.4972994599,-4.039007802,-0.730146029,0.8059611922,3.3033626725,0.0138027606,0.2346129226,0.3627085417,0.0345569114,
5.6728345669,0.7973594719,0.0354070814,2.9893978796,0.6163232647,-0.238627726,-0.810562112,0.199239848,4.6642728546,0.724744949,0.8980816163,0.8047329466,0.669669934,
1.6942188438,0.899979996,0.1826365273,8.6949189838,0.8385677135,-0.25645129,-0.909181836,0.7129425885,4.0147929586,0.4908981796,0.0915275055,0.8712742549,0.7451230246,
8.4790558112,0.6557311462,0.6669333867,8.1542708542,0.1200240048,-0.523804761,-0.697139428,0.7653530706,2.3161532306,0.3096619324,0.9110712142,0.0129705941,0.9809881976,
7.5284656931,0.1600320064,0.7819563913,3.4429085817,0.8297659532,-9.00980196,-0.527905581,0.9065813163,5.8553190638,0.5557111422,0.8481216243,0.7407661532,0.8483016603,
7.799779956,0.5093018604,0.8021604321,7.976035207,0.5913182637,-5.617383477,-0.557911582,0.0196039208,5.9312582517,0.6679335867,0.7787771554,0.3397359472,0.7776015203,
9.4395479096,0.6115223045,0.6023204641,7.9720744149,0.3152630526,-4.102380476,-0.566513303,0.2932586517,1.3569213843,0.0708141628,0.2749805961,0.9922764553,0.7229425885,
8.0631726345,0.2450490098,0.899379876,5.3084416883,0.8071614323,-4.593518704,-0.237247449,0.0976195239,2.7518043609,0.6315263053,0.388289858,0.8784036807,0.2371514303,
9.9544508902,0.7295459092,0.4846969394,3.4844968994,0.5931186237,-7.730466093,-0.056211242,0.7601520304,3.8069593919,0.6439287858,0.4412474495,0.3205261052,0.6678875775,
7.7225445089,0.8223644729,0.4606921384,2.6764952991,0.8867773555,-3.997419484,-0.222244449,0.3312662533,3.6111162232,0.8123624725,0.0113916783,0.2775515103,0.6637287457,
3.3795359072,0.174634927,0.4452890578,5.126245249,0.7807561512,-6.779875975,-0.280656131,0.2476495299,1.4988077616,0.0274054811,0.8890888178,0.5056931386,0.2413102621,
4.6549109822,0.0322064413,0.4068813763,9.5128225645,0.723944789,-6.106541308,-0.647729546,0.2676535307,7.0563572715,0.8657731546,0.3139493899,0.6621444289,0.1666493299,
7.2611122224,0.3166633327,0.4958991798,8.0136627325,0.8085617123,-6.544208842,-0.210242048,0.9683936787,0.3117583517,0.6431286257,0.5391690338,0.3036927385,0.6425385077,
5.9203840768,0.1974394879,0.2398479696,2.399239848,0.8917783557,-2.030886177,-0.295659132,0.0096019204,9.9340528106,0.7801560312,0.5859315863,0.743934787,0.4290518104,
0.5297459492,0.7049409882,0.025205041,8.524604921,0.299659932,-4.466773355,-0.268453691,0.7369473895,2.0183916783,0.0484096819,0.6031178236,0.514604921,0.3042868574,
7.2987397479,0.6949389878,0.74914983,1.9516703341,0.925585117,-7.249229846,-0.732546509,0.3638727746,6.0391718344,0.6193238648,0.3391292258,0.2619063813,0.3278535707,
6.799679936,0.9595919184,0.9129825965,7.4730146029,0.9579915983,-0.15545109,-0.629325865,0.699939988,8.8229425885,0.874774955,0.6404878976,0.5979795959,0.4443008602,
2.0982196439,0.5725145029,0.3078615723,9.1048609722,0.3630726145,-7.817603521,-0.069213843,0.7537507502,0.1698719744,0.8645729146,0.4134696939,0.3672634527,0.1967513503,
6.8927585517,0.6801360272,0.7439487898,3.6647129426,0.2678535707,-3.941968394,-0.467493499,0.6019203841,8.3213442689,0.1278255651,0.0469631926,0.0125745149,0.0547569514,
3.7617523505,0.3886777355,0.3282656531,2.3596319264,0.3984796959,-9.457371474,-0.869373875,0.6957391478,2.470030006,0.1270254051,0.5115911182,0.5451030206,0.3535987197,
0.8030406081,0.1046209242,0.4698939788,8.2196239248,0.8847769554,-4.716303261,-0.781956391,0.600120024,4.074744949,0.4086817363,0.0495611122,0.584314863,0.8847409482,
2.5636127225,0.8151630326,0.0584116823,7.399739948,0.9959991998,-1.189217844,-0.795759152,0.6063212643,0.015995199,0.5225045009,0.1003204641,0.5346069214,0.0961472294,
4.2469493899,0.126225245,0.2402480496,0.3554710942,0.6461292258,-5.763932787,-0.089617924,0.8597719544,5.3617143429,0.49989998,0.1684658932,0.9801960392,0.3965733147,
0.9555311062,0.8129625925,0.3332666533,6.0689137828,0.2076415283,-1.005041008,-0.601120224,0.101020204,6.4308581716,0.1946389278,0.0831342268,0.6354090818,0.2823044609,
9.1721944389,0.0634126825,0.1188237648,0.6485697139,0.6879375875,-3.541928386,-0.338667734,0.6269253851,9.700240048,0.8301660332,0.5185855171,0.9526685337,0.2527965593,
5.7520504101,0.3484696939,0.1324264853,3.9419683937,0.4962992599,-6.625405081,-0.533506701,0.9833966793,3.1434906981,0.025205041,0.2062356471,0.3454790958,0.7500740148,
2.1813962793,0.8051610322,0.5933186637,8.2810162032,0.9351870374,-2.022964593,-0.74094819,0.7553510702,8.139489898,0.1046209242,0.806554911,0.7031386277,0.766115223,
1.1872374475,0.1790358072,0.948789758,9.2434886977,0.1898379676,-6.013462693,-0.715743149,0.6931386277,1.2609981996,0.5295059012,0.8259393879,0.6914542909,0.4795519104,
0.4168633727,0.8557711542,0.0222044409,4.850970194,0.9135827165,-8.50480096,-0.789357872,0.175035007,3.2094378876,0.1434286857,0.7553958792,0.7445289058,0.9629665933,
9.9049409882,0.8295659132,0.8379675935,4.8054210842,0.5371074215,-6.243188638,-0.029005801,0.2440488098,1.7186317263,0.4682936587,0.7172264453,0.0767393479,0.2401220244,
9.0335667133,0.5481096219,0.4954990998,3.8944388878,0.7385477095,-0.480236047,-0.718943789,0.7211442288,9.394484897,0.948789758,0.3854920984,0.3015143029,0.1579355871,
5.773834767,0.4976995399,0.8935787157,5.5837167433,0.2564512903,-2.323984797,-0.646529306,0.9397879576,9.3365313063,0.6083216643,0.288170034,0.6068913783,0.0177235447,
4.4766753351,0.9793958792,0.7357471494,7.9324664933,0.2840568114,-4.151890378,-0.25525105,0.9185837167,2.9956091218,0.4206841368,0.9640288058,0.531240248,0.3120104021,
9.3425085017,0.5651130226,0.0864172835,7.0729745949,0.2236447289,-7.364092819,-0.073614723,0.8941788358,1.059159832,0.25005001,0.1764594919,0.1375375075,0.0416863373,
9.1048609722,0.0448089618,0.7019403881,6.4610322064,0.1558311662,-1.828885777,-0.608321664,0.800360072,0.3996879376,0.8703740748,0.6019187838,0.2997319464,0.8724624925,
0.8268053611,0.4066813363,0.0176035207,0.7060012002,0.9613922785,-2.565593119,-0.974594919,0.8935787157,9.4104720944,0.2812562513,0.1982420484,0.2737887578,0.1147629526,
6.0293058612,0.5157031406,0.1350270054,8.2909181836,0.4412882577,-6.827405481,-0.365073015,0.4792958592,6.9024804961,0.8203640728,0.7661872374,0.0777295459,0.1553610722,
3.4607321464,0.2482496499,0.9719943989,8.049309862,0.8635727145,-2.250710142,-0.98839768,0.7937587518,0.5875375075,0.6323264653,0.0043972795,0.3629065813,0.559559912,
3.8785957191,0.1606321264,0.2866573315,5.3044808962,0.6143228646,-1.183276655,-0.283856771,0.8903780756,7.6318963793,0.4434886977,0.032374875,0.3951870374,0.1846709342,
4.9222644529,0.4030806161,0.5661132226,3.8845369074,0.4606921384,-3.757791558,-0.918183637,0.0344068814,3.4092778556,0.7649529906,0.1856521304,0.5904540908,0.8172094419,
8.1701140228,0.876175235,0.374874975,7.1937787558,0.0188037608,-1.062472494,-0.957791558,0.1968393679,1.6946509302,0.0038007602,0.7507995599,0.3882556511,0.0573314663,
9.6039207842,0.3458691738,0.4050810162,3.6825365073,0.1102220444,-0.456471294,-0.977995599,0.0068013603,3.475225045,0.575315063,0.1420870174,0.1106041208,0.0468353671,
8.8632526505,0.6879375875,0.5521104221,3.3518103621,0.4664932987,-0.139607922,-0.098019604,0.6831366273,1.7665933187,0.3566713343,0.6083136627,0.6397659532,0.6892758552,
5.2846769354,0.1970394079,0.9535907181,2.9042408482,0.9831966393,-1.567473495,-0.621124225,0.7547509502,2.4120764153,0.9223844769,0.6494806961,0.3381516303,0.4870774155,
2.7656131226,0.2718543709,0.8719743949,1.450630126,0.0070014003,-7.243288658,-0.75515103,0.3270654131,5.0539607922,0.9135827165,0.2625905181,0.1799179836,0.7478955791,
6.0669333867,0.0958191638,0.4690938188,8.0512902581,0.6643328666,-3.108221644,-0.872574515,0.0106021204,1.4408541708,0.875975195,0.900279856,0.7437367473,0.4676695339,
2.1556511302,0.7911582316,0.4226845369,7.7047209442,0.4232846569,-7.308641728,-0.958591718,0.2858571714,1.0911342268,0.9927985597,0.3093530706,0.6074854971,0.9150410082,
6.9343468694,0.2762552511,0.851170234,4.9381076215,0.9663932787,-6.128325665,-0.156431286,0.8447689538,4.2226265253,0.3012602521,0.5797365473,0.7368053611,0.7997819564,
2.3675535107,0.4874974995,0.2958591718,3.3438887778,0.3342668534,-1.747689538,-0.472894579,0.6939387878,1.5487677536,0.8359671934,0.4180660132,0.8290918184,0.9461332266,
8.4018203641,0.9911982396,0.1674334867,2.5655931186,0.2626525305,-8.708781756,-0.108221644,0.25085017,7.6219043809,0.3868773755,0.6612712543,0.7880976195,0.7160112022,
4.6232246449,0.4208841768,0.2096419284,8.8295859172,0.5901180236,-3.046829366,-0.889777956,0.3564712943,0.9612382476,0.5453090618,0.0501606321,0.3955831166,0.9457371474,
9.8118623725,0.1784356871,0.75115023,4.3340868174,0.1344268854,-4.80740148,-0.50590118,0.4226845369,4.3265433087,0.3574714943,0.6211034207,0.8132486497,0.8401820364,
2.7873974795,0.3984796959,0.0848169634,0.7832366473,0.0896179236,-1.032766553,-0.822564513,0.3302660532,1.3948909782,0.9883976795,0.0733420684,0.5849089818,0.6841268254,
9.6276855371,0.7197439488,0.5543108622,4.9024604921,0.9415883177,-8.80780156,-0.838767754,0.2078415683,7.1982436487,0.1052210442,0.2623906781,0.7318543709,0.9106841368,
3.3775555111,0.5439087818,0.2154430886,5.8768153631,0.4150830166,-6.861072214,-0.227845569,0.4070814163,4.8661112222,0.4280856171,0.0121910382,0.9986137227,0.4868793759,
9.1108021604,0.3330666133,0.2380476095,6.5640128026,0.2800560112,-3.975635127,-0.410082016,0.5967193439,4.8820984197,0.3888777756,0.5153880776,0.1195159032,0.995445089,
5.8728545709,0.775555111,0.6219243849,2.6388677736,0.4130826165,-1.034746949,-0.176835367,0.1324264853,7.3641108222,0.449289858,0.1237017403,0.8490938188,0.3902360472,
2.0764352871,0.0080016003,0.6825365073,0.2881376275,0.2850570114,-3.175555111,-0.73854771,0.9449889978,1.5367773555,0.6529305861,0.0789375875,0.58075015,0.8704820964,
8.249329866,0.2856571314,0.7299459892,0.2722944589,0.8437687538,-7.902760552,-0.99679936,0.3036607321,9.8261392278,0.3680736147,0.2797767554,0.5050990198,0.6900680136,
7.9641528306,0.6983396679,0.7055411082,8.1819963993,0.8427685537,-0.969393879,-0.330866173,0.2100420084,8.9928065613,0.0116023205,0.4172666533,0.6585797159,0.1179315863,
6.7699739948,0.2936587317,0.9623924785,8.2631926385,0.6901380276,-1.333786757,-0.50390078,0.1382276455,6.934454891,0.8061612322,0.0941254251,0.8649369874,0.2217043409,
8.0770354071,0.2362472494,0.0434086817,9.0632726545,0.9591918384,-7.70670134,-0.479295859,0.6983396679,0.3357391478,0.7467493499,0.5445647129,0.7415583117,0.6657091418,
9.7108621724,0.6435287057,0.6105221044,8.3285457091,0.7329465893,-9.005841168,-0.612922585,0.8021604321,6.029179836,0.4676935387,0.9946043209,0.9839587918,0.5397559512,
1.7021404281,0.849969994,0.5621124225,9.8237447489,0.0280056011,-3.128025605,-0.776555311,0.2182436487,6.5587557512,0.8857771554,0.8699041808,0.5714422885,0.2876515303,
2.601240248,0.149629926,0.3532706541,7.1145629126,0.0986197239,-8.40380076,-0.718343669,0.9209841968,0.8133566713,0.5611122224,0.2915673135,0.9520744149,0.6633326665,
9.9821764353,0.5099019804,0.5201040208,5.6371874375,0.9281856371,-5.003460692,-0.201640328,0.8957791558,0.9632366473,0.5181036207,0.8842926585,0.0789177836,0.5031186237,
3.5280656131,0.9131826365,0.9967993599,0.1297059412,0.1574314863,-2.904240848,-0.544308862,0.0730146029,8.2773794759,0.1986397279,0.5867309462,0.1209021804,0.4062772555,
5.9599919984,0.5735147029,0.5353070614,7.5185637127,0.4326865373,-1.636787357,-0.49089818,0.4774954991,7.1722644529,0.5833166633,0.0457641528,0.5896619324,0.1042668534,
7.7522504501,0.2478495699,0.9945989198,5.6035207041,0.4970994199,-8.613722745,-0.825365073,0.1952390478,0.7813822765,0.3692738548,0.8007595519,0.8962272454,0.488859772,
5.9283056611,0.6225245049,0.2172434487,2.4942988598,0.3460692138,-4.767793559,-0.841368274,0.675135027,3.0435707141,0.6097219444,0.1274986997,0.7170014003,0.1341708342,
8.5305461092,0.4472894579,0.2428485697,5.6352070414,0.650530106,-6.470934187,-0.522104421,0.6729345869,4.8261432286,0.7473494699,0.6187053411,0.0252490498,0.5322304461,
6.1679335867,0.075015003,0.1112222444,7.6215443089,0.7015403081,-7.647289458,-0.853370674,0.2538507702,2.0004060812,0.2886577315,0.9956035207,0.2931966393,0.6942268454,
6.2273454691,0.7135427085,0.9043808762,9.2316063213,0.6927385477,-7.964152831,-0.527105421,0.4724944989,8.5931266253,0.3394678936,0.806754751,0.8433506701,0.6472914583,
