Kp_phi,Kd_phi,Ki_phi,Kp_chi,Ki_chi,Kp_theta,Kd_theta,Ki_theta,Kp_h,Kd_h,Ki_h,Kp_V,Ki_V,Y
0.6520520521,0.0552552553,0.4883883884,1.1481481481,0.0598598599,-1.713713714,-0.551951952,0.5858858859,0.0143943944,0.0051341341,0.0031091091,0.2145145145,0.5400900901,
0.9935935936,0.188988989,0.4903903904,1.4169169169,0.0487187187,-1.161161161,-0.258058058,0.3512512513,0.0183583584,0.0044734735,0.0044304304,0.2850850851,0.5570570571,
0.8646646647,0.2890890891,0.4187187187,1.1116116116,0.0598948949,-1.922922923,-0.538338338,0.3724724725,0.0102702703,0.0033563564,0.0041181181,0.2780780781,0.5557057057,
0.9427427427,0.2062062062,0.2037037037,1.2787787788,0.0428328328,-1.017017017,-0.431431431,0.4581581582,0.0186186186,0.0066996997,0.0027047047,0.2964964965,0.5447447447,
0.6600600601,0.1345345345,0.2745745746,1.0495495495,0.0495595596,-1.672672673,-0.41981982,0.4357357357,0.0116616617,0.003992993,0.0048508509,0.2947947948,0.5941441441,
0.8766766767,0.0316316316,0.2521521522,1.0905905906,0.0576176176,-1.344344344,-0.495895896,0.4993993994,0.0135535536,0.0041291291,0.0057317317,0.2,0.4992492492,
0.9451451451,0.0264264264,0.453953954,1.3223223223,0.0311661662,-1.687687688,-0.436236236,0.6079079079,0.0110710711,0.0058708709,0.0037857858,0.2722722723,0.5509009009,
0.9251251251,0.180980981,0.1672672673,1.2832832833,0.040975976,-1.346346346,-0.572772773,0.4321321321,0.0151751752,0.0069399399,0.0058798799,0.2072072072,0.5252252252,
0.8254254254,0.3123123123,0.2325325325,1.2857857858,0.0566366366,-1.431431431,-0.485485485,0.3448448448,0.0191291291,0.0053823824,0.0042742743,0.2991991992,0.465015015,
0.8902902903,0.2238238238,0.2333333333,1.0745745746,0.033023023,-1.874874875,-0.296896897,0.3248248248,0.0182982983,0.0037967968,0.0053913914,0.2934934935,0.503003003,
0.62002002,0.152952953,0.3698698699,1.1361361361,0.0562862863,-1.817817818,-0.531131131,0.3720720721,0.0136436436,0.0044934935,0.0029409409,0.2542542543,0.5222222222,
0.9431431431,0.1505505506,0.4347347347,1.1096096096,0.044024024,-1.771771772,-0.416616617,0.6351351351,0.0146846847,0.0040570571,0.0030890891,0.2831831832,0.5887387387,
0.7217217217,0.3067067067,0.1928928929,1.0875875876,0.0465465465,-1.44044044,-0.556756757,0.5494494494,0.0177377377,0.0068998999,0.0026846847,0.2531531532,0.4611111111,
0.7833833834,0.2734734735,0.2693693694,1.3443443443,0.04003003,-1.580580581,-0.545145145,0.6055055055,0.0190890891,0.0062672673,0.0051871872,0.2242242242,0.4878378378,
0.8478478478,0.1213213213,0.4927927928,1.02002002,0.0432882883,-1.332332332,-0.427027027,0.6631631632,0.0164664665,0.0055065065,0.0048828829,0.2728728729,0.5744744745,
0.614014014,0.186986987,0.3982982983,1.3703703704,0.0582832833,-1.327327327,-0.581181181,0.5982982983,0.0187787788,0.0041011011,0.0025005005,0.2824824825,0.5503003003,
0.6048048048,0.3563563564,0.118018018,1.3183183183,0.0374724725,-1.101101101,-0.471471471,0.4621621622,0.0120720721,0.0060830831,0.0045105105,0.2587587588,0.5593093093,
0.847047047,0.3259259259,0.1876876877,1.0255255255,0.0305355355,-1.7997998,-0.521521522,0.5266266266,0.0188888889,0.006023023,0.0023643644,0.2105105105,0.5153153153,
0.7825825826,0.1365365365,0.2005005005,1.2212212212,0.057022022,-1.126126126,-0.348548549,0.4877877878,0.0175675676,0.0066356356,0.0050750751,0.237037037,0.4681681682,
0.7725725726,0.0560560561,0.3870870871,1.3623623624,0.0341441441,-1.642642643,-0.289289289,0.5218218218,0.0133233233,0.0063513514,0.0057597598,0.219019019,0.5361861862,
0.9143143143,0.2570570571,0.1464464464,1.4904904905,0.0271721722,-1.967967968,-0.48028028,0.6763763764,0.0117917918,0.0037607608,0.0042502503,0.2453453453,0.4534534535,
0.8770770771,0.1449449449,0.4811811812,1.1816816817,0.0425175175,-1.983983984,-0.494294294,0.6471471471,0.0137537538,0.0065235235,0.005967968,0.218018018,0.5022522523,
0.6632632633,0.0028028028,0.2497497497,1.016016016,0.0510660661,-1.644644645,-0.498698699,0.4257257257,0.0105205205,0.006007007,0.0047387387,0.2395395395,0.4807807808,
0.8558558559,0.0396396396,0.45995996,1.3843843844,0.0454604605,-1.28028028,-0.517117117,0.3444444444,0.0102002002,0.0037727728,0.002972973,0.2835835836,0.5629129129,
0.8174174174,0.3479479479,0.3578578579,1.4884884885,0.0518718719,-1.182182182,-0.212412412,0.5802802803,0.0160760761,0.0055225225,0.0053473473,0.2191191191,0.4618618619,
0.8446446446,0.1333333333,0.4263263263,1.0790790791,0.041046046,-1.493493493,-0.514714715,0.6711711712,0.0117317317,0.0035565566,0.0051671672,0.2349349349,0.5521021021,
0.7565565566,0.3343343343,0.3478478478,1.021021021,0.0537287287,-1.38038038,-0.469469469,0.3552552553,0.0116116116,0.0045535536,0.0057717718,0.2148148148,0.5660660661,
0.8950950951,0.1905905906,0.305005005,1.0635635636,0.0483333333,-1.701701702,-0.245245245,0.4189189189,0.0147747748,0.0065515516,0.0049429429,0.2077077077,0.5507507508,
0.7209209209,0.1253253253,0.4835835836,1.3288288288,0.0580730731,-1.134134134,-0.202402402,0.6143143143,0.0145645646,0.005958959,0.003961962,0.2628628629,0.4630630631,
0.7337337337,0.014014014,0.3354354354,1.3503503504,0.0538688689,-1.53953954,-0.468668669,0.3708708709,0.0165965966,0.0065395395,0.0057477477,0.2571571572,0.4512012012,
0.8582582583,0.355955956,0.2033033033,1.2012012012,0.0491391391,-1.958958959,-0.279279279,0.5766766767,0.0197097097,0.0057587588,0.0022722723,0.2737737738,0.568018018,
0.7897897898,0.0252252252,0.2865865866,1.2817817818,0.0275575576,-1.76976977,-0.575175175,0.3008008008,0.017037037,0.0068078078,0.0037577578,0.2384384384,0.5773273273,
0.7721721722,0.2526526527,0.1748748749,1.2207207207,0.0561811812,-1.805805806,-0.548748749,0.6147147147,0.0134734735,0.0067237237,0.0046466466,0.276976977,0.4803303303,
0.843043043,0.1781781782,0.2477477477,1.1636636637,0.0330930931,-1.933933934,-0.249249249,0.6987987988,0.0124924925,0.0045335335,0.0055075075,0.217017017,0.5947447447,
0.6212212212,0.1605605606,0.1980980981,1.0560560561,0.0471071071,-1.991991992,-0.364564565,0.6963963964,0.014974975,0.0052022022,0.005027027,0.2271271271,0.521021021,
0.8482482482,0.1349349349,0.4627627628,1.4534534535,0.0354754755,-1.86986987,-0.411811812,0.4209209209,0.0172272272,0.0054024024,0.002980981,0.2943943944,0.4716216216,
0.6948948949,0.0572572573,0.4535535536,1.2902902903,0.0529229229,-1.990990991,-0.438638639,0.5154154154,0.0194494494,0.0052902903,0.0025405405,0.2691691692,0.5618618619,
0.6412412412,0.0232232232,0.2721721722,1.1106106106,0.0504704705,-1.087087087,-0.534334334,0.4033033033,0.0171571572,0.0042652653,0.0050950951,0.2254254254,0.4596096096,
0.9135135135,0.3631631632,0.3806806807,1.4464464464,0.0583533534,-1.573573574,-0.58998999,0.4573573574,0.0154854855,0.0034684685,0.002996997,0.2881881882,0.5807807808,
0.7313313313,0.3251251251,0.1848848849,1.3988988989,0.0575125125,-1.917917918,-0.341341341,0.4081081081,0.0155055055,0.007,0.0048308308,0.2503503504,0.4972972973,
0.780980981,0.2038038038,0.4207207207,1.3138138138,0.0451801802,-1.93993994,-0.369369369,0.4061061061,0.0127827828,0.0047777778,0.0032852853,0.2677677678,0.572972973,
0.644044044,0.3267267267,0.2205205205,1.0265265265,0.0339339339,-1.334334334,-0.214014014,0.4901901902,0.0113413413,0.0052302302,0.0040740741,0.2295295295,0.4612612613,
0.9815815816,0.3947947948,0.3674674675,1.2007007007,0.0470720721,-1.14014014,-0.457057057,0.4837837838,0.0149449449,0.0048658659,0.0055115115,0.27997998,0.5340840841,
0.7525525526,0.1817817818,0.1512512513,1.4369369369,0.0338288288,-1.07007007,-0.512312312,0.3136136136,0.011011011,0.0043093093,0.0026366366,0.241041041,0.4524024024,
0.758958959,0.0276276276,0.4771771772,1.2322322322,0.0369119119,-1.315315315,-0.258458458,0.529029029,0.0106506507,0.0064514515,0.0022642643,0.243043043,0.5070570571,
0.9087087087,0.1721721722,0.1968968969,1.2297297297,0.0409409409,-1.561561562,-0.556356356,0.4385385385,0.0121721722,0.0033443443,0.0037057057,0.2868868869,0.5681681682,
0.6628628629,0.0164164164,0.134034034,1.013013013,0.0485435435,-1.293293293,-0.47987988,0.6343343343,0.0113713714,0.0066116116,0.00396997,0.2763763764,0.5936936937,
0.6208208208,0.0208208208,0.2637637638,1.4389389389,0.0567767768,-1.885885886,-0.450650651,0.4417417417,0.0194194194,0.0034124124,0.0040660661,0.2803803804,0.536036036,
0.8214214214,0.2738738739,0.106006006,1.2197197197,0.032007007,-1.510510511,-0.234434434,0.314014014,0.0197597598,0.0053543544,0.0048708709,0.2524524525,0.5151651652,
0.8054054054,0.3635635636,0.3590590591,1.1631631632,0.0404504505,-1.173173173,-0.288088088,0.5966966967,0.0125125125,0.0037167167,0.0057117117,0.2521521522,0.5654654655,
0.8870870871,0.2782782783,0.3182182182,1.457957958,0.052012012,-1.486486486,-0.445845846,0.4389389389,0.013963964,0.0067757758,0.0058438438,0.292992993,0.5225225225,
0.8774774775,0.2006006006,0.4951951952,1.4934934935,0.0478778779,-1.488488488,-0.533533534,0.3976976977,0.0108708709,0.0045735736,0.0054314314,0.2368368368,0.5954954955,
0.7977977978,0.2286286286,0.4791791792,1.1726726727,0.0281531532,-1.750750751,-0.551551552,0.6891891892,0.0150750751,0.0069159159,0.0029049049,0.2214214214,0.5788288288,
0.8594594595,0.3823823824,0.2993993994,1.4304304304,0.043008008,-1.178178178,-0.28968969,0.4721721722,0.0171471471,0.0057627628,0.0052232232,0.2768768769,0.5948948949,
0.7485485485,0.2630630631,0.1792792793,1.2482482482,0.0546396396,-1.615615616,-0.334534535,0.3412412412,0.0155555556,0.0059349349,0.0020640641,0.2654654655,0.4809309309,
0.7737737738,0.237037037,0.1056056056,1.1021021021,0.0486136136,-1.19019019,-0.261661662,0.3096096096,0.0108408408,0.0056986987,0.004982983,0.2496496496,0.5804804805,
0.7637637638,0.2798798799,0.3998998999,1.4114114114,0.0288538539,-1.806806807,-0.451451451,0.5570570571,0.0115815816,0.006987988,0.0051511512,0.2186186186,0.4854354354,
0.6552552553,0.3379379379,0.2065065065,1.4504504505,0.0415015015,-1.843843844,-0.315315315,0.3952952953,0.0144344344,0.0037647648,0.0020720721,0.2281281281,0.5412912913,
0.7057057057,0.0820820821,0.1192192192,1.4259259259,0.0436036036,-1.421421421,-0.268068068,0.480980981,0.0176676677,0.0049019019,0.0021361361,0.2314314314,0.5247747748,
0.8106106106,0.1917917918,0.3822822823,1.2192192192,0.0278378378,-1.317317317,-0.229229229,0.3668668669,0.0108808809,0.0036086086,0.0049109109,0.2953953954,0.5040540541,
0.9875875876,0.3911911912,0.1348348348,1.0685685686,0.0430780781,-1.179179179,-0.415015015,0.6203203203,0.0168368368,0.0048058058,0.0043503504,0.253953954,0.5054054054,
0.9247247247,0.2106106106,0.2533533534,1.3168168168,0.0409059059,-1.866866867,-0.414214214,0.6895895896,0.016006006,0.0068678679,0.0038578579,0.2387387387,0.5753753754,
0.6132132132,0.1985985986,0.14004004,1.2947947948,0.0543243243,-1.007007007,-0.421421421,0.6015015015,0.011971972,0.0031921922,0.0044544545,0.2683683684,0.559009009,
0.7325325325,0.3771771772,0.3926926927,1.4044044044,0.0383483483,-1.311311311,-0.515915916,0.4517517518,0.0168968969,0.005034034,0.0051471471,0.2274274274,0.5472972973,
0.6856856857,0.2966966967,0.3534534535,1.4199199199,0.0541841842,-1.988988989,-0.271271271,0.3664664665,0.015975976,0.0053183183,0.0051231231,0.2364364364,0.5893393393,
0.6076076076,0.1469469469,0.1624624625,1.0500500501,0.0569169169,-1.95995996,-0.384184184,0.5326326326,0.018048048,0.0042932933,0.0028128128,0.2756756757,0.533033033,
0.7905905906,0.1353353353,0.3706706707,1.2412412412,0.04496997,-1.984984985,-0.201601602,0.3980980981,0.0191791792,0.0067597598,0.0059319319,0.2551551552,0.5978978979,
0.6868868869,0.1953953954,0.3878878879,1.2217217217,0.0522922923,-1.301301301,-0.454654655,0.5418418418,0.0178478478,0.0057907908,0.0058838839,0.2411411411,0.5707207207,
0.8622622623,0.3855855856,0.3022022022,1.4289289289,0.0459159159,-1.15015015,-0.501901902,0.3084084084,0.0177877878,0.0038368368,0.003013013,0.2694694695,0.4885885886,
0.778978979,0.0152152152,0.3702702703,1.03003003,0.0397497497,-1.533533534,-0.535535536,0.3212212212,0.0137037037,0.0039289289,0.0022922923,0.2838838839,0.5761261261,
0.8966966967,0.1245245245,0.3922922923,1.0345345345,0.0516266266,-1.957957958,-0.248448448,0.6183183183,0.0131431431,0.003044044,0.0052392392,0.2624624625,0.5815315315,
0.750950951,0.2322322322,0.2937937938,1.0985985986,0.0353703704,-1.915915916,-0.301301301,0.5126126126,0.0164964965,0.0065355355,0.004986987,0.2086086086,0.4818318318,
0.6152152152,0.3867867868,0.3042042042,1.2287287287,0.0468268268,-1.935935936,-0.216416416,0.3124124124,0.0196896897,0.0052222222,0.0051191191,0.2777777778,0.5226726727,
0.6800800801,0.2378378378,0.4431431431,1.3403403403,0.0332682683,-1.216216216,-0.306506507,0.6991991992,0.013983984,0.0044494494,0.0049309309,0.2085085085,0.4774774775,
0.6536536537,0.3515515516,0.1108108108,1.4804804805,0.0314464464,-1.657657658,-0.593593594,0.6067067067,0.0167467467,0.0041371371,0.0048228228,0.2801801802,0.5711711712,
0.8930930931,0.2494494494,0.1156156156,1.4964964965,0.0536236236,-1.243243243,-0.397397397,0.3348348348,0.0101501502,0.0039009009,0.0032052052,0.2984984985,0.512012012,
0.8242242242,0.3691691692,0.1856856857,1.1001001001,0.0589489489,-1.576576577,-0.334934935,0.5742742743,0.0144944945,0.0057667668,0.0035655656,0.2926926927,0.5996996997,
0.6384384384,0.042042042,0.3194194194,1.1971971972,0.0347397397,-1.105105105,-0.522722723,0.5818818819,0.0105905906,0.0056666667,0.0022562563,0.2346346346,0.477027027,
0.8630630631,0.2998998999,0.288988989,1.1351351351,0.0331631632,-1.489489489,-0.208808809,0.3508508509,0.0143143143,0.0055425425,0.0054794795,0.2582582583,0.5642642643,
0.9715715716,0.1825825826,0.3382382382,1.4249249249,0.0512062062,-1.98998999,-0.391791792,0.5094094094,0.0116316316,0.0032362362,0.0021281281,0.2605605606,0.5483483483,
0.8702702703,0.3791791792,0.1820820821,1.3398398398,0.0333733734,-1.376376376,-0.350950951,0.6307307307,0.0146946947,0.0043413413,0.0045065065,0.2363363363,0.5723723724,
0.7429429429,0.0128128128,0.3518518519,1.4924924925,0.0369469469,-1.09009009,-0.54954955,0.5486486486,0.0119319319,0.0032242242,0.0036056056,0.275975976,0.4857357357,
0.6036036036,0.227027027,0.4167167167,1.2867867868,0.0405205205,-1.953953954,-0.488688689,0.3732732733,0.0133733734,0.0053063063,0.0056756757,0.2535535536,0.598048048,
0.6488488488,0.3247247247,0.2149149149,1.2502502503,0.0357207207,-1.062062062,-0.36016016,0.4401401401,0.0112112112,0.0037207207,0.0049389389,0.2948948949,0.5998498498,
0.7913913914,0.164964965,0.3342342342,1.3973973974,0.0491041041,-1.454454454,-0.293693694,0.687987988,0.0163663664,0.0046936937,0.0027167167,0.2039039039,0.5411411411,
0.7049049049,0.0588588589,0.3254254254,1.2917917918,0.0542192192,-1.584584585,-0.543143143,0.3468468468,0.0134634635,0.0047097097,0.0056196196,0.2224224224,0.5924924925,
0.7253253253,0.1797797798,0.475975976,1.1226226226,0.0315165165,-1.386386386,-0.584784785,0.4369369369,0.0136736737,0.0061991992,0.00398999,0.2930930931,0.5148648649,
0.7193193193,0.1693693694,0.2133133133,1.0505505506,0.045950951,-1.811811812,-0.553153153,0.5314314314,0.0177177177,0.0038328328,0.0053873874,0.2229229229,0.5277777778,
0.63003003,0.365965966,0.3710710711,1.2222222222,0.0396096096,-1.128128128,-0.545545546,0.3680680681,0.0169069069,0.006015015,0.0058518519,0.2122122122,0.4633633634,
0.9587587588,0.1373373373,0.4935935936,1.2662662663,0.0527477477,-1.398398398,-0.513113113,0.5798798799,0.0185585586,0.0037847848,0.0027687688,0.2161161161,0.5578078078,
0.8994994995,0.3419419419,0.4467467467,1.3663663664,0.0337587588,-1.515515516,-0.248848849,0.4317317317,0.0134434434,0.0048018018,0.0057357357,0.2670670671,0.5012012012,
0.8678678679,0.0628628629,0.1592592593,1.2137137137,0.0393293293,-1.455455455,-0.236036036,0.5910910911,0.0182482482,0.0032522523,0.0044984985,0.2447447447,0.4978978979,
0.9195195195,0.0920920921,0.347047047,1.0325325325,0.059964965,-1.417417417,-0.384584585,0.6523523524,0.0154954955,0.0049259259,0.0034734735,0.2422422422,0.5564564565,
0.9447447447,0.0624624625,0.455955956,1.1056056056,0.0377527528,-1.946946947,-0.432632633,0.539039039,0.0108108108,0.0066516517,0.0031531532,0.2379379379,0.4798798799,
0.7601601602,0.0228228228,0.4867867868,1.2367367367,0.0504004004,-1.736736737,-0.411011011,0.6011011011,0.0102602603,0.0037927928,0.0040580581,0.2204204204,0.4912912913,
0.9627627628,0.0236236236,0.2389389389,1.2187187187,0.0328828829,-1.943943944,-0.367367367,0.6687687688,0.0135835836,0.005970971,0.0029249249,0.2014014014,0.5285285285,
0.9871871872,0.3615615616,0.2625625626,1.3578578579,0.0498048048,-1.737737738,-0.35015015,0.6435435435,0.0113913914,0.006047047,0.0025925926,0.2790790791,0.5545045045,
0.9187187187,0.3219219219,0.2661661662,1.4444444444,0.0528878879,-1.870870871,-0.352952953,0.6003003003,0.010980981,0.0062392392,0.0052912913,0.2517517518,0.4516516517,
0.9571571572,0.1793793794,0.3546546547,1.0700700701,0.0589139139,-1.268268268,-0.500700701,0.5102102102,0.0145945946,0.0035685686,0.0024284284,0.2348348348,0.4684684685,
0.9851851852,0.1017017017,0.1376376376,1.2922922923,0.0461261261,-1.116116116,-0.52952953,0.6051051051,0.0198498498,0.0069079079,0.0049029029,0.2485485485,0.5162162162,
0.6848848849,0.3991991992,0.2481481481,1.3303303303,0.0501201201,-1.469469469,-0.378178178,0.5498498498,0.0163163163,0.0036966967,0.0052712713,0.2457457457,0.5103603604,
0.6408408408,0.0992992993,0.1860860861,1.2537537538,0.0557957958,-1.104104104,-0.55995996,0.498998999,0.0154154154,0.0069359359,0.0034374374,0.2692692693,0.4732732733,
0.9291291291,0.3403403403,0.1996996997,1.0315315315,0.0533783784,-1.144144144,-0.42982983,0.4121121121,0.01001001,0.0039129129,0.0048268268,0.2627627628,0.5432432432,
0.6944944945,0.2214214214,0.3818818819,1.0135135135,0.0261911912,-1.145145145,-0.314914915,0.5834834835,0.018998999,0.0037807808,0.004046046,0.2203203203,0.5861861862,
0.9567567568,0.2206206206,0.3742742743,1.3373373373,0.0513813814,-1.061061061,-0.203203203,0.5898898899,0.0186586587,0.0038408408,0.002988989,0.268968969,0.5581081081,
0.7305305305,0.1381381381,0.2017017017,1.1466466466,0.0422372372,-1.633633634,-0.497097097,0.4265265265,0.0146146146,0.0066836837,0.003957958,0.2990990991,0.4600600601,
0.7065065065,0.1585585586,0.319019019,1.1526526527,0.0595095095,-1.682682683,-0.352552553,0.4429429429,0.0193293293,0.0067997998,0.0038418418,0.2578578579,0.4668168168,
0.8238238238,0.1305305305,0.4367367367,1.3593593594,0.0378578579,-1.706706707,-0.247247247,0.4885885886,0.017047047,0.004961962,0.0033253253,0.2239239239,0.5617117117,
0.6896896897,0.2706706707,0.3670670671,1.0615615616,0.0415715716,-1.139139139,-0.408608609,0.4641641642,0.0104304304,0.0044294294,0.0023083083,0.2192192192,0.5653153153,
0.849049049,0.1465465465,0.1812812813,1.1151151151,0.0331981982,-1.388388388,-0.434234234,0.691991992,0.0128528529,0.00697998,0.0050990991,0.2208208208,0.5953453453,
0.7561561562,0.0456456456,0.2425425425,1.1236236236,0.0556556557,-1.828828829,-0.218018018,0.6215215215,0.0191591592,0.0046976977,0.0031971972,0.2297297297,0.5495495495,
0.6196196196,0.3327327327,0.1940940941,1.3868868869,0.0254554555,-1.685685686,-0.417817818,0.5482482482,0.0162962963,0.0059469469,0.0057157157,0.2173173173,0.571021021,
0.6452452452,0.2854854855,0.4611611612,1.3228228228,0.0458108108,-1.119119119,-0.204004004,0.4353353353,0.0115915916,0.0047697698,0.0048108108,0.2167167167,0.4585585586,
0.6676676677,0.2142142142,0.3314314314,1.4654654655,0.0484034034,-1.384384384,-0.455855856,0.5674674675,0.0103303303,0.005018018,0.0048588589,0.2502502503,0.5656156156,
0.8530530531,0.0392392392,0.4583583584,1.0850850851,0.0473873874,-1.323323323,-0.246446446,0.6259259259,0.0185085085,0.0064834835,0.002048048,0.2029029029,0.4837837838,
0.8366366366,0.1493493493,0.2841841842,1.0365365365,0.0292042042,-1.923923924,-0.595195195,0.6047047047,0.0147247247,0.004029029,0.0042462462,0.2932932933,0.5812312312,
0.6288288288,0.2182182182,0.1640640641,1.2912912913,0.0544994995,-1.966966967,-0.421821822,0.4493493493,0.0128628629,0.0033123123,0.002976977,0.2017017017,0.5262762763,
0.8546546547,0.0532532533,0.1956956957,1.4624624625,0.0426226226,-1.70970971,-0.281681682,0.6903903904,0.0158558559,0.0056346346,0.0024564565,0.2527527528,0.4996996997,
0.762962963,0.2790790791,0.2341341341,1.3758758759,0.0486486486,-1.913913914,-0.582382382,0.4097097097,0.0136136136,0.0044654655,0.0057757758,0.2908908909,0.5878378378,
0.6416416416,0.018018018,0.1724724725,1.2847847848,0.0423073073,-1.787787788,-0.394194194,0.3736736737,0.0166966967,0.0066156156,0.0053033033,0.2955955956,0.5228228228,
0.7865865866,0.0192192192,0.1092092092,1.2117117117,0.0420970971,-1.597597598,-0.303303303,0.653953954,0.0185285285,0.0067517518,0.0041101101,0.2344344344,0.4738738739,
0.7773773774,0.2462462462,0.4103103103,1.1126126126,0.0285735736,-1.003003003,-0.507507508,0.3864864865,0.0151651652,0.0065555556,0.0034974975,0.2356356356,0.4794294294,
0.9179179179,0.2914914915,0.3406406406,1.4784784785,0.0313763764,-1.963963964,-0.37017017,0.3780780781,0.0185685686,0.0032442442,0.0031171171,0.2532532533,0.4899399399,
0.833033033,0.0272272272,0.1296296296,1.2312312312,0.0434284284,-1.023023023,-0.316916917,0.4697697698,0.0102302302,0.0046256256,0.0056156156,0.2630630631,0.4783783784,
0.8778778779,0.0996996997,0.3218218218,1.0640640641,0.0371571572,-1.364364364,-0.594794795,0.6439439439,0.0143443443,0.0033363363,0.002956957,0.2117117117,0.4861861862,
0.6068068068,0.0644644645,0.4295295295,1.4039039039,0.0363863864,-1.416416416,-0.505105105,0.6807807808,0.0107107107,0.0049139139,0.0041061061,0.2883883884,0.5552552553,
0.6500500501,0.1945945946,0.4995995996,1.2842842843,0.0254904905,-1.858858859,-0.206806807,0.492992993,0.0192592593,0.0053023023,0.0048668669,0.2174174174,0.5051051051,
0.6188188188,0.2302302302,0.4459459459,1.0630630631,0.0294494494,-1.548548549,-0.575575576,0.4373373373,0.0196596597,0.0061711712,0.0045785786,0.2141141141,0.5234234234,
0.642042042,0.1565565566,0.4359359359,1.2257257257,0.0500500501,-1.215215215,-0.506306306,0.6791791792,0.0167067067,0.0058428428,0.0037897898,0.2781781782,0.4674174174,
0.6836836837,0.2158158158,0.4163163163,1.1856856857,0.0540790791,-1.731731732,-0.216816817,0.6831831832,0.0169469469,0.0043613614,0.0049229229,0.2616616617,0.5129129129,
0.987987988,0.2122122122,0.4655655656,1.3858858859,0.0474574575,-1.115115115,-0.482682683,0.6243243243,0.0189289289,0.0050940941,0.0034134134,0.2684684685,0.5235735736,
0.8542542543,0.0048048048,0.2593593594,1.2182182182,0.0380680681,-1.971971972,-0.447447447,0.4925925926,0.0172672673,0.0048938939,0.0044104104,0.2702702703,0.4984984985,
0.7161161161,0.1805805806,0.4039039039,1.1731731732,0.0386636637,-1.165165165,-0.370570571,0.5202202202,0.0176076076,0.0068798799,0.0052792793,0.225025025,0.4533033033,
0.64004004,0.1141141141,0.11001001,1.1781781782,0.0519069069,-1.223223223,-0.201201201,0.6503503504,0.0175475475,0.0057467467,0.0028048048,0.2407407407,0.5064564565,
0.632032032,0.245045045,0.126026026,1.4794794795,0.0460910911,-1.246246246,-0.553953954,0.6087087087,0.0110810811,0.0042692693,0.0023203203,0.2696696697,0.5418918919,
0.7345345345,0.2614614615,0.4863863864,1.2302302302,0.0358258258,-1.097097097,-0.453853854,0.5298298298,0.0191391391,0.0062952953,0.0039059059,0.2678678679,0.5926426426,
