kp_phi,kd_phi,ki_phi,kp_chi,ki_chi,kp_theta,kd_theta,ki_theta,kp_h,kd_h,ki_h,kp_v,ki_v,Y
0.6224489796,0.1469387755,0.0163265306,0.8040816327,0.0326530612,-2.183673469,-0.42244898,0.2040816327,0.0167346939,0.7755102041,0.0043877551,0.2224489796,0.5959183673,
0.8469387755,0.0244897959,0.2040816327,0.6408163265,0.0632653061,-1.214285714,-0.408163265,0.4387755102,0.0189795918,0.387755102,0.0047142857,0.2306122449,0.4734693878,
0.6428571429,0.0306122449,0.3591836735,0.9020408163,0.0367346939,-0.551020408,-0.446938776,0.0408163265,0.0128571429,0.6326530612,0.0043469388,0.2918367347,0.5469387755,
0.8571428571,0.2632653061,0.0734693878,0.787755102,0.1,-2.795918367,-0.453061224,0.1224489796,0.0171428571,0.6734693878,0.0046326531,0.2612244898,0.4367346939,
0.7244897959,0,0.3183673469,0.4285714286,0.0408163265,-1.724489796,-0.5,0.4489795918,0.012244898,0.693877551,0.0049591837,0.212244898,0.5183673469,
0.8673469388,0.1591836735,0.0326530612,0.8693877551,0.0714285714,-0.959183673,-0.467346939,0.3367346939,0.013877551,0.0612244898,0.0046734694,0.2,0.5591836735,
0.5510204082,0.2020408163,0.3510204082,0.412244898,0.0571428571,-1.265306122,-0.420408163,0.4897959184,0.0114285714,0.2244897959,0.005,0.2265306122,0.5142857143,
0.5918367347,0.1714285714,0.0244897959,0.5591836735,0.012244898,-1.316326531,-0.410204082,0.2653061224,0.0191836735,0.0816326531,0.0031632653,0.2551020408,0.4489795918,
0.5612244898,0.2755102041,0.106122449,0.2163265306,0.093877551,-1.775510204,-0.46122449,0.3469387755,0.0181632653,0.7551020408,0.0049183673,0.2387755102,0.4244897959,
0.9387755102,0.1408163265,0.0489795918,0.5102040816,0.0448979592,-2.030612245,-0.497959184,0.3163265306,0.0195918367,0.5918367347,0.0035714286,0.2040816327,0.5306122449,
0.7346938776,0.1346938776,0.2693877551,0.2816326531,0.0979591837,-2.081632653,-0.424489796,0.112244898,0.0179591837,0.5714285714,0.0037755102,0.2020408163,0.5510204082,
0.5714285714,0.2142857143,0.1306122449,0.9673469388,0.0244897959,-2.285714286,-0.469387755,0.1530612245,0.0130612245,0.1632653061,0.003,0.2285714286,0.4897959184,
0.7755102041,0.1653061224,0.2285714286,0.6571428571,0.0775510204,-2.591836735,-0.495918367,0.5,0.0165306122,0.8979591837,0.0039795918,0.2897959184,0.6,
0.7857142857,0.0673469388,0.0979591837,0.5428571429,0.0224489796,-2.693877551,-0.416326531,0.387755102,0.0142857143,0.8775510204,0.0044693878,0.2693877551,0.4530612245,
0.5408163265,0.0489795918,0.0081632653,0.6081632653,0.0387755102,-1.06122449,-0.487755102,0.2959183673,0.0157142857,0.4897959184,0.004877551,0.2734693878,0.5224489796,
0.8367346939,0.1163265306,0.187755102,0.8857142857,0.0306122449,-1.87755102,-0.475510204,0.4693877551,0.0151020408,0.1428571429,0.0030816327,0.3,0.412244898,
0.7551020408,0.0795918367,0.0653061224,0.2,0.0551020408,-0.653061224,-0.47755102,0.2551020408,0.0106122449,0,0.0034897959,0.2204081633,0.4612244898,
0.5102040816,0.3,0.2204081633,0.7387755102,0.0653061224,-1.673469388,-0.473469388,0.0816326531,0.0185714286,0.4489795918,0.0039387755,0.2836734694,0.5632653061,
0.806122449,0.012244898,0.3755102041,0.7551020408,0.0346938776,-2.897959184,-0.428571429,0.2448979592,0.0112244898,0.1224489796,0.0036122449,0.2244897959,0.5265306122,
0.7142857143,0.0367346939,0.0408163265,0.3959183673,0,-1.010204082,-0.444897959,0.0204081633,0.0148979592,0.8571428571,0.0038571429,0.2632653061,0.4448979592,
0.5816326531,0.006122449,0.1714285714,0.7224489796,0.087755102,-2.234693878,-0.479591837,0.193877551,0.0153061224,0.612244898,0.0030408163,0.2673469388,0.4693877551,
0.7040816327,0.1836734694,0,0.8367346939,0.0673469388,-1.62244898,-0.4,0.1020408163,0.0116326531,0.2040816327,0.0040612245,0.2755102041,0.4857142857,
0.9081632653,0.0612244898,0.3020408163,0.6734693878,0.0591836735,-2.387755102,-0.414285714,0,0.0197959184,0.7959183673,0.0045102041,0.2979591837,0.5428571429,
0.6734693878,0.2816326531,0.0897959184,0.7714285714,0.0795918367,-1.367346939,-0.442857143,0.2142857143,0.01,0.9795918367,0.003244898,0.2469387755,0.5836734694,
0.6326530612,0.1040816327,0.212244898,0.5918367347,0.0183673469,-0.806122449,-0.434693878,0.0306122449,0.017755102,0.0408163265,0.004755102,0.2408163265,0.4775510204,
0.887755102,0.1897959184,0.2612244898,0.706122449,0.0081632653,-0.755102041,-0.402040816,0.2346938776,0.0163265306,0.9387755102,0.0038979592,0.293877551,0.4408163265,
0.6632653061,0.0734693878,0.293877551,0.6897959184,0.0163265306,-2.846938776,-0.448979592,0.4795918367,0.0187755102,0.3673469388,0.0038163265,0.2367346939,0.5673469388,
0.5204081633,0.0918367347,0.1959183673,0.2979591837,0.0204081633,-2.43877551,-0.463265306,0.2244897959,0.0173469388,0.7142857143,0.0041020408,0.2163265306,0.4,
0.8979591837,0.1959183673,0.1224489796,0.9183673469,0.0612244898,-2.642857143,-0.493877551,0.4081632653,0.0110204082,0.3265306122,0.0048367347,0.2775510204,0.493877551,
0.7959183673,0.2265306122,0.3428571429,0.3469387755,0.006122449,-1.979591837,-0.406122449,0.0102040816,0.0102040816,0.5510204082,0.0041836735,0.2142857143,0.4081632653,
0.9795918367,0.2510204082,0.0816326531,0.4612244898,0.0285714286,-0.5,-0.455102041,0.2755102041,0.0175510204,0.3469387755,0.0044285714,0.2428571429,0.4285714286,
